username,comment,comment_cleansing,predict_label
@suparmanomoi6522,"['moga', 'allah', 'kuat', 'karen', 'hadap', 'coba', 'amin', 'yra']",moga allah kuat karen hadap coba amin yra,Positif
@Nanang-l6t,"['korupsi', 'hukum', 'mati']",korupsi hukum mati,Negatif
@bachannel6115,"['ibnu', 'sutowo', 'pertamina', 'korupsi']",ibnu sutowo pertamina korupsi,Negatif
@trisurahwan1014,"['jabat', 'penjara', 'orang', 'cilik', 'gusur', 'indonesia', 'miskin', 'subhanallah', 'alngadzim']",jabat penjara orang cilik gusur indonesia miskin subhanallah alngadzim,Positif
@latisyaindiraputri2340,"['semangat', 'coba', 'tuhan', 'sampai', 'hal', 'salah', 'korban', 'semangat']",semangat coba tuhan sampai hal salah korban semangat,Positif
@romyalfallah,"['korup', 'oh', 'korup', 'karen', 'enggak', 'salah', 'tumbal', 'tekan', 'mapia', 'minyak', 'aplg', 'pertamina', 'trkenal', 'sarang', 'korup']",korup oh korup karen enggak salah tumbal tekan mapia minyak aplg pertamina trkenal sarang korup,Negatif
@Ais-Project-x8y,['kembang'],kembang,Netral
@buadiut9080,"['atas', 'langit', 'langit']",atas langit langit,Negatif
@ARGHAchanel-pt3zb,"['korban', 'kasihan', 'smpaikan', 'dirut', 'smudah', 'bayang', 'berat', 'pusing', 'kalo', 'jadi', 'tumbal']",korban kasihan smpaikan dirut smudah bayang berat pusing kalo jadi tumbal,Negatif
@prastiyonopras2912,"['hehehe', 'indonesia', 'hukum', 'tegak', 'otomatis', 'jabat', 'masuk', 'penjara']",hehehe indonesia hukum tegak otomatis jabat masuk penjara,Negatif
@adipati7113,"['buka', 'tau', 'hasil']",buka tau hasil,Positif
@bank2xira1,"['amat', 'ekonomi', 'politik', 'angkat', 'bicara', 'aneh']",amat ekonomi politik angkat bicara aneh,Negatif
@OppoOppo-id5nk,"['hukum', 'adil', 'terang', 'karen', 'muara', 'inpres', 'presiden', 'surabaya']",hukum adil terang karen muara inpres presiden surabaya,Negatif
@vdmz,"['hambalang', 'beres', 'makan', 'tumbal', 'kuak', 'lng', 'pertamina', 'makan', 'tumbal', 'ngeri', 'zaman', 'surabaya']",hambalang beres makan tumbal kuak lng pertamina makan tumbal ngeri zaman surabaya,Positif
@ebreg85,"['bongkar', 'gemetar', 'tuh', 'mendzohliminya']",bongkar gemetar tuh mendzohliminya,Negatif
@bjh1863,"['kasihan', 'salah']",kasihan salah,Negatif
@mekmaypong8685,"['ayo', 'kadrun', 'barnas', 'sakit', 'hati', 'salah', 'jokowi', 'biar', 'rame', 'gaspoll']",ayo kadrun barnas sakit hati salah jokowi biar rame gaspoll,Negatif
@rcchannel8860,"['there', 'was', 'courage', 'her', 'eyes']",there was courage her eyes,Negatif
@MAHLUDIN-d9y,"['maling', 'pandai', 'cakap']",maling pandai cakap,Negatif
@christmichael2408,"['aduh', 'kalo', 'ketangkep', 'barucdijelasin', 'moga', 'busuk', 'penjara', 'alhamdulilah', 'era', 'busuk', 'bongkar']",aduh kalo ketangkep barucdijelasin moga busuk penjara alhamdulilah era busuk bongkar,Negatif
@alanmaulana2494,"['korban', 'politik']",korban politik,Negatif
@gabugantepikali5948,"['semangat', 'orang', 'hebat', 'korban']",semangat orang hebat korban,Negatif
@sunarti8883,"['ngeri', 'korupsi']",ngeri korupsi,Negatif
@andreysyaifudindarwis6585,"['bongkar', 'buk', 'pucuk', 'pegang', 'uwangan', 'kena', 'getah', 'senang', 'wang', 'koropsi']",bongkar buk pucuk pegang uwangan kena getah senang wang koropsi,Negatif
@sitibaros899,"['rezim', 'koruptor', 'pecah', 'rekor', 'good', 'job', 'koruptor']",rezim koruptor pecah rekor good job koruptor,Negatif
@ezrahutabarat9975,"['karen', 'anies', 'bet', 'kpk']",karen anies bet kpk,Negatif
@fn7004,"['hukum', 'mati', 'anjin']",hukum mati anjin,Negatif
@royprasetyo8767,"['karen', 'orang', 'cerdas', 'men', 'sangka', 'alih', 'isu', 'terakait', 'pimpin', 'kpk', 'masalah', 'sabar']",karen orang cerdas men sangka alih isu terakait pimpin kpk masalah sabar,Positif
@molaiso5883,"['kpk', 'karen', 'percaya', 'salah', 'bijak', 'inpres', 'pres', 'harun', 'ku', 'makan', 'duit', 'keliar', 'tak', 'kendali', 'bijak', 'bangun', 'sirkuit', 'mandalika', 'bikin', 'rugi', 'tahan']",kpk karen percaya salah bijak inpres pres harun ku makan duit keliar tak kendali bijak bangun sirkuit mandalika bikin rugi tahan,Positif
@aira5621,"['insting', 'benar', 'statement', 'karen']",insting benar statement karen,Negatif
@UjangSuhardi-mu9rx,"['jibab', 'putih', 'cocok', 'rompi', 'rugi', 'akibat', 'korupsi', 'pandemi']",jibab putih cocok rompi rugi akibat korupsi pandemi,Negatif
@vanest1191,"['enggak', 'ngutang', 'bbm', 'rugi']",enggak ngutang bbm rugi,Negatif
@prototypesOG,"['batu', 'aiman']",batu aiman,Negatif
@KON-x1z,"['biar', 'metro', 'masak']",biar metro masak,Positif
@XibeXll,"['suruh', 'presenter', 'tv', 'stand', 'up', 'comendy']",suruh presenter tv stand up comendy,Positif
@RepublicanSubikistan,"['bro', 'masak']",bro masak,Netral
@tanpanama4010,['panas'],panas,Netral
@dwikipradhana7417,"['harvey', 'moeis', 'top', 'scorer', 'liga', 'korupsi', 'indonesia']",harvey moeis top scorer liga korupsi indonesia,Positif
@diion4you,"['mantap', 'metro', 'tv']",mantap metro tv,Positif
@otetrakote123,"['mc', 'takut', 'allah']",mc takut allah,Negatif
@KelompokKelasKakapCN-7i,"['bro', 'masak']",bro masak,Netral
@amanatulmualifahalif1563,"['ganti', 'enggak', 'bayar', 'pajak']",ganti enggak bayar pajak,Negatif
@dnfcorp7929,"['bang', 'kasih', 'saran', 'liga', 'kasih', 'divisi', 'bang', 'divisi', 'atas', 'triliun', 'divisi', 'milyar', 'divisi', 'bawah', 'milyar', 'nominal', 'serah', 'kasih', 'divisi', 'keren', 'bang', 'piala', 'maling', 'super', 'cup', 'maling', 'championship', 'serah', 'nama', 'gelar', 'maling', 'hehehehe']",bang kasih saran liga kasih divisi bang divisi atas triliun divisi milyar divisi bawah milyar nominal serah kasih divisi keren bang piala maling super cup maling championship serah nama gelar maling hehehehe,Positif
@mirzailham8414,"['biar', 'bro', 'masak']",biar bro masak,Positif
@rizaldesmon2668,"['bongkar', 'kalo', 'libat', 'masuk', 'bui', 'hilang', 'nama']",bongkar kalo libat masuk bui hilang nama,Negatif
@mansyurca9249,"['borgol', 'bahuri', 'kasihan', 'karen', 'enggak', 'lari', 'ati', 'kena', 'karma']",borgol bahuri kasihan karen enggak lari ati kena karma,Negatif
@ichsanalamsyahlubis4710,"['gaji', 'deh', 'langit', 'puas', 'pertamina', 'enggak', 'lihat', 'orang', 'jalan', 'makan', 'enggak', 'makan']",gaji deh langit puas pertamina enggak lihat orang jalan makan enggak makan,Negatif
@linkcell-uc5qk,"['eng', 'ing', 'eng', 'ludruk', 'korupsi', 'buka']",eng ing eng ludruk korupsi buka,Negatif
@bayubadra4918,"['karen', 'tanda', 'tangan', 'pres', 'pres', 'tanggung', 'buka', 'untung', 'masuk', 'pertamina', 'bp', 'migas', 'sapi', 'perah', 'bp', 'migas', 'dadak', 'dibubarin', 'skk', 'migas', 'coba', 'berani', 'enggak', 'kpk', 'panggil', 'tanda', 'tangan', 'pres', 'inpres', 'kethoke', 'enggak', 'berani']",karen tanda tangan pres pres tanggung buka untung masuk pertamina bp migas sapi perah bp migas dadak dibubarin skk migas coba berani enggak kpk panggil tanda tangan pres inpres kethoke enggak berani,Positif
@imanbudiman7887,"['sehat', 'karen', 'korban', 'politik']",sehat karen korban politik,Positif
@yurcelyt3203,"['menkes', 'vaksin']",menkes vaksin,Negatif
@triozet2937,"['kasihan', 'karen', 'tuntut', 'balek']",kasihan karen tuntut balek,Negatif
@ronimulyo8108,"['instruksi', 'presiden', 'perintah', 'jabat', 'laksana', 'perintah', 'tuju', 'direksi']",instruksi presiden perintah jabat laksana perintah tuju direksi,Positif
@YayukSetiyowati-rl3eg,"['bijak', 'ambil', 'masa', 'tau', 'untung', 'rugi', 'untung', 'rugi', 'salah', 'jabat', 'ambil', 'bijak', 'dasar']",bijak ambil masa tau untung rugi untung rugi salah jabat ambil bijak dasar,Positif
@kangcoly,"['oh', 'pantesan', 'perintah', 'oh']",oh pantesan perintah oh,Negatif
@tojirincuanki7951,"['salah', 'insya', 'allah', 'salah', 'ganjar', 'ngeri']",salah insya allah salah ganjar ngeri,Negatif
@ruditegal4611,"['usut', 'tuntas', 'tangkap', 'orang', 'rugi', 'negara']",usut tuntas tangkap orang rugi negara,Negatif
@nickotrump,"['agamis', 'enggak', 'koruptor']",agam enggak koruptor,Negatif
@Faisal-ug7lg,"['buka', 'karen']",buka karen,Positif
@adyapooh7395,"['usaha', 'opo', 'anane', 'mangan', 'ujung', 'uang']",usaha opo anane mangan ujung uang,Negatif
@windiprayoga4226,"['surabaya', 'efeck', 'prabowo', 'unggul', 'pilpres']",surabaya efeck prabowo unggul pilpres,Positif
@dodokwidodo7346,"['negeri', 'ku', 'ngeri']",negeri ku ngeri,Netral
@isamarabica4223,"['perintah', 'jabat', 'usut', 'tuntas', 'elit', 'kuasa', 'beli', 'bahan', 'bakar', 'chas', 'enggak', 'ngutang', 'perintah', 'naik', 'harga', 'pertamina', 'bilang', 'rugi', 'rugi', 'rugi', 'elit', 'pertamina', 'gaji', 'besar']",perintah jabat usut tuntas elit kuasa beli bahan bakar chas enggak ngutang perintah naik harga pertamina bilang rugi rugi rugi elit pertamina gaji besar,Positif
@TenangAja-fl7wx,"['koruptor', 'indonesia', 'bahasa', 'seragam', 'zalim', 'tumbal', 'kambing', 'hitam', 'fitnah', 'uji', 'tuhan', 'aku', 'salah', 'orang', 'uji', 'tuhan', 'orang', 'jujur', 'hidup', 'penuh', 'sulit', 'orang', 'uji', 'tuhan', 'koruptor', 'khianat', 'orang', 'rakus']",koruptor indonesia bahasa seragam zalim tumbal kambing hitam fitnah uji tuhan aku salah orang uji tuhan orang jujur hidup penuh sulit orang uji tuhan koruptor khianat orang rakus,Negatif
@yandinopri4663,"['firli', 'bahuri', 'ketua', 'kpk', 'gaj', 'penting', 'politik']",firli bahuri ketua kpk gaj penting politik,Negatif
@muchtarsyahroni1489,"['percaya', 'karen', 'kpk', 'rezim', 'firli']",percaya karen kpk rezim firli,Negatif
@Herrkis,"['bebas', 'kayak', 'hidup', 'sejahtera', 'takut', 'koruptor', 'indonesia']",bebas kayak hidup sejahtera takut koruptor indonesia,Negatif
@achmaddjadjang-gi5sx,"['wartawan', 'oon', 'presiden']",wartawan oon presiden,Negatif
@larasati6722,"['moga', 'orang', 'jujur', 'adil']",moga orang jujur adil,Positif
@ridhocaesarchanel3754,"['nyanyi', 'ungkap', 'enggak', 'tertawa', 'meja', 'makan', 'mewah', 'hasil', 'pintar', 'hukum', 'miskin', 'koruptor', 'urgent', 'terap']",nyanyi ungkap enggak tertawa meja makan mewah hasil pintar hukum miskin koruptor urgent terap,Negatif
@widodowidodo8531,"['koroptor', 'awak', 'media', 'elak', 'koropsi']",koroptor awak media elak koropsi,Negatif
@agusb6505,"['semangat', 'bela', 'ayo', 'netizen', 'insan', 'pers', 'kawal']",semangat bela ayo netizen insan pers kawal,Positif
@SuryadiKusumah-ue6yb,"['karen', 'pancran', 'bliau', 'orang', 'jujur', 'mnjln', 'tugasnja', 'diprtamina', 'korban', 'dikorbanln', 'pnjampaianja', 'lugas', 'satu', 'diuraikn', 'bliau', 'mngetahui', 'moga', 'karen', 'khi', 'keslmatn', 'tolong', 'tuhan', 'jme', 'allah', 'swt', 'mnjlnkn', 'persidangkn', 'titik', 'terang', 'bang', 'karen', 'dibebaskn', 'tuntut', 'hukum', 'kptusn', 'hakim', 'sering', 'ringanja', 'bersabr', 'mdh', 'an', 'karen', 'prtolongan', 'maha', 'kuasa', 'tuhan', 'jme', 'allah', 'swt', 'amin']",karen pancran bliau orang jujur mnjln tugasnja diprtamina korban dikorbanln pnjampaianja lugas satu diuraikn bliau mngetahui moga karen khi keslmatn tolong tuhan jme allah swt mnjlnkn persidangkn titik terang bang karen dibebaskn tuntut hukum kptusn hakim sering ringanja bersabr mdh an karen prtolongan maha kuasa tuhan jme allah swt amin,Negatif
@apakansaja8505,"['kristen', 'jilbab']",kristen jilbab,Negatif
@chychy2229,"['perintah', 'jabat', 'karen', 'komisaris']",perintah jabat karen komisaris,Negatif
@chychy2229,"['main', 'nilai', 'harga', 'untung', 'usaha', 'kerjasama', 'bumn']",main nilai harga untung usaha kerjasama bumn,Positif
@cg7072,"['inpres', 'tuh', 'presiden']",inpres tuh presiden,Negatif
@aberciomuttaqi307,"['dirut', 'keluarga', 'bisnis', 'main', 'dipertamina']",dirut keluarga bisnis main dipertamina,Positif
@sunnymuhammad4720,"['karen', 'makan', 'genderuwook']",karen makan genderuwook,Negatif
@BintangBulanMentari,"['wanita', 'pintar', 'pintar', 'korupsi', 'massive']",wanita pintar pintar korupsi massive,Negatif
@mohammadsholeh961,"['sabar', 'karen', 'allah', 'tolong', 'orang', 'orang', 'buat', 'jahat', 'moga', 'kena', 'sakit', 'stroke', 'stadium']",sabar karen allah tolong orang orang buat jahat moga kena sakit stroke stadium,Negatif
@galileogalilei8213,"['wenang', 'ambil', 'bijak', 'jabat', 'publik', 'ranah', 'pidana', 'korupsi', 'bukti', 'alir', 'dana', 'rekening', 'pribadi', 'ngeri', 'model', 'tegak', 'hukum', 'indonesia', 'mudah', 'kriminalisasi', 'jabat', 'publik', 'naik', 'popularitas', 'institusi', 'heran', 'jabat', 'publik', 'pasif', 'enggan', 'ambil', 'putus', 'putus', 'salah', 'bisnis', 'risiko', 'kriminalisasi', 'kpk', 'jaksa']",wenang ambil bijak jabat publik ranah pidana korupsi bukti alir dana rekening pribadi ngeri model tegak hukum indonesia mudah kriminalisasi jabat publik naik popularitas institusi heran jabat publik pasif enggan ambil putus putus salah bisnis risiko kriminalisasi kpk jaksa,Positif
@Ampon-or6xv,"['bongkar', 'jahat', 'rezim', 'zalim']",bongkar jahat rezim zalim,Negatif
@rizkyy8579,"['hukum', 'mati', 'orang', 'korupsi']",hukum mati orang korupsi,Negatif
@BusetMovie-eb2fs,"['gilir', 'ketangkep', 'koar', 'suruh', 'media', 'wartawan', 'mana', 'diam', 'weak', 'koruptor', 'koruptor', 'sangka', 'tinggal', 'cari', 'kawan', 'ngeles', 'bela', 'usut', 'tuntas', 'libat']",gilir ketangkep koar suruh media wartawan mana diam weak koruptor koruptor sangka tinggal cari kawan ngeles bela usut tuntas libat,Negatif
@FathiyaAhmad-o7f,"['bohong', 'sandiwara', 'sempurna', 'kuasa', 'rocky', 'gerung']",bohong sandiwara sempurna kuasa rocky gerung,Positif
@susiritadianti3774,"['jahat', 'allah', 'subhanawata', 'allah', 'kasih', 'adzab', 'berat', 'berat', 'orang', 'belakang', 'layar', 'mekakuksn', 'tangkap', 'karen', 'kabul', 'doa', 'allah', 'subhanawat', 'kasih', 'celaka', 'berat', 'berat', 'rakyat', 'dalang', 'tolong', 'allah', 'subhanawata', 'dalang', 'tangkap', 'karen', 'adzab', 'berat', 'berat', 'tunjuk', 'allah', 'rakyat', 'bangsa', 'indonesia', 'cepat', 'kabul', 'allah', 'subhanawata', 'amin', 'rabbalaalaamiin']",jahat allah subhanawata allah kasih adzab berat berat orang belakang layar mekakuksn tangkap karen kabul doa allah subhanawat kasih celaka berat berat rakyat dalang tolong allah subhanawata dalang tangkap karen adzab berat berat tunjuk allah rakyat bangsa indonesia cepat kabul allah subhanawata amin rabbalaalaamiin,Negatif
@anasiborong2839,"['hukum', 'mati']",hukum mati,Negatif
@bismillah2770,"['jalan', 'cepat']",jalan cepat,Positif
@adialijay5595,"['hati', 'pintar', 'kelit', 'lempar', 'batu', 'sembunyi', 'tangan']",hati pintar kelit lempar batu sembunyi tangan,Negatif
@jokosuyanto1659,"['bukti', 'revolusi', 'mental', 'jokowi', 'carut', 'marut', 'lemah', 'uu', 'kpk', 'marak', 'kkn', 'mafia', 'hukum', 'mafia', 'kah', 'jokowi', 'jabat', 'negara', 'jabat', 'legislatif', 'jabat', 'yudikatif', 'jabat', 'eksekutif', 'takut', 'simpang', 'kkn', 'laku', 'takut', 'bongkar', 'meja', 'hijau', 'jokowi', 'cawe', 'tentu', 'capres', 'presiden', 'periode', 'laksana', 'hilir', 'blunder', 'ikn', 'infrasetruktur', 'bangun', 'mangkrak', 'sepi', 'apa', 'jokowi', 'jalan', 'resmi', 'citra', 'kah', 'jokowi', 'presiden', 'ri', 'pilih', 'kontropersi', 'curang', 'kah', 'jokowi', 'fokus', 'bangun', 'infrasetruktur', 'kembali', 'cost', 'calon', 'presiden', 'cukong', 'kah', 'jokowi', 'penting', 'kkn', 'mandul', 'uu', 'kpk', 'kah', 'jokowi', 'keluarga', 'takut', 'penjara', 'kpk', 'lengser']",bukti revolusi mental jokowi carut marut lemah uu kpk marak kkn mafia hukum mafia kah jokowi jabat negara jabat legislatif jabat yudikatif jabat eksekutif takut simpang kkn laku takut bongkar meja hijau jokowi cawe tentu capres presiden periode laksana hilir blunder ikn infrasetruktur bangun mangkrak sepi apa jokowi jalan resmi citra kah jokowi presiden ri pilih kontropersi curang kah jokowi fokus bangun infrasetruktur kembali cost calon presiden cukong kah jokowi penting kkn mandul uu kpk kah jokowi keluarga takut penjara kpk lengser,Negatif
@ekamurniati6143,"['korup', 'hkum', 'mati', 'omong', 'koruptor', 'koruptor', 'enggak', 'omong', 'hidup', 'koruptor']",korup hkum mati omong koruptor koruptor enggak omong hidup koruptor,Negatif
@gado-gadopeanutsauce4861,"['baca', 'mana', 'cari', 'celah', 'kriminal', 'orang', 'putar', 'surabaya', 'surabaya', 'bidik', 'kriminal', 'surabaya', 'partai', 'demokrat', 'bulat', 'dukung', 'capres', 'prabowo', 'subianto', 'celah', 'surabaya', 'biar', 'gagal', 'batal', 'dukung', 'prabowo', 'mengkondisikan', 'ani', 'yudhoyono', 'dadak', 'sakit', 'kanker', 'darah', 'licik', 'memeberi', 'ingat', 'jas', 'surabaya', 'tudak', 'dukung', 'capres', 'prabowo', 'subianto', 'rezim', 'opung', 'keluar', 'uang', 'apa', 'nama', 'virus', 'mati', 'negara', 'china', 'tiongkok', 'ahli', 'virus', 'sakit', 'mati', 'kah', 'ani', 'yudhoyono', 'meninggalnkarena', 'sakit', 'mati', 'dokter', 'tugas', 'presiden', 'rawat', 'ani', 'yudhoyono', 'singapura', 'nama', 'dokter', 'presiden', 'panik', 'besuk', 'ani', 'yudhoyono', 'singapura', 'dokter', 'tugas', 'rawat', 'ani', 'yudhoyono', 'alat', 'tutup', 'alibi', 'sakit', 'kena', 'kanker', 'jegal', 'dukung', 'capres', 'prabowo', 'subianto', 'surabaya', 'tebak', 'jalan', 'cerita', 'enggak']",baca mana cari celah kriminal orang putar surabaya surabaya bidik kriminal surabaya partai demokrat bulat dukung capres prabowo subianto celah surabaya biar gagal batal dukung prabowo kondisi ani yudhoyono dadak sakit kanker darah licik memeberi ingat jas surabaya tudak dukung capres prabowo subianto rezim opung keluar uang apa nama virus mati negara china tiongkok ahli virus sakit mati kah ani yudhoyono meninggalnkarena sakit mati dokter tugas presiden rawat ani yudhoyono singapura nama dokter presiden panik besuk ani yudhoyono singapura dokter tugas rawat ani yudhoyono alat tutup alibi sakit kena kanker jegal dukung capres prabowo subianto surabaya tebak jalan cerita enggak,Positif
@aprilmoop-p1h,"['sippapun', 'capres', 'enggak', 'janji', 'menbghabis', 'korupsi', 'njanji', 'lalap', 'sayuur', 'mensejaterkan', 'rakyat', 'maju', 'basi', 'malas', 'pilih']",sippapun capres enggak janji menbghabis korupsi njanji lalap sayuur mensejaterkan rakyat maju basi malas pilih,Negatif
@achmaddjadjang-gi5sx,"['jabat', 'dirut', 'hijab', 'sangka', 'hijab']",jabat dirut hijab sangka hijab,Negatif
@indrasetyawan71,['jujur'],jujur,Negatif
@danoehidayat3645,"['fsru', 'lampung', 'kahh']",fsru lampung kahh,Negatif
@ayamkuahpakragil9823,"['fitnah', 'korban', 'rezim', 'konoha']",fitnah korban rezim konoha,Negatif
@anangantasari4900,"['kambing', 'hitam']",kambing hitam,Negatif
@fransiscuspartogisitinjak5512,"['salah', 'tangkap']",salah tangkap,Negatif
@adikrahwana7121,"['maksud', 'tugas', 'partai', 'komisaris', 'pertamina']",maksud tugas partai komisaris pertamina,Netral
@ekoadi.m2557,"['alih', 'isu', 'rempangkh']",alih isu rempangkh,Negatif
@debbylestaridebbylestari5099,"['tumbal', 'perintah']",tumbal perintah,Negatif
@aceidbrasyid8723,"['usut', 'diusutla', 'gibran', 'eerlangga']",usut diusutla gibran eerlangga,Negatif
@FatataMujanti,"['koruptor', 'dukung', 'komen']",koruptor dukung komen,Positif
@afifmastur3015,"['sita', 'aset', 'miskin', 'mayoritas', 'koruptor', 'pintar', 'pintar', 'bohong', 'pintar', 'benar']",sita aset miskin mayoritas koruptor pintar pintar bohong pintar benar,Negatif
@ajisutisna7435,"['buka', 'jalan', 'benar', 'karen', 'korban', 'konglomerat']",buka jalan benar karen korban konglomerat,Negatif
@janiirawan1148,"['telusur', 'jabat']",telusur jabat,Negatif
@Ph-vl1fm,['takbir'],takbir,Netral
@santialfana2313,"['siti', 'fadilah', 'jilid', 'orang', 'celaka', 'kambing', 'hitam']",siti fadilah jilid orang celaka kambing hitam,Negatif
@aprilmoop-p1h,"['maleng', 'enggak', 'mal', 'kalauukorupsi', 'rebut', 'keren']",maleng enggak mal kalauukorupsi rebut keren,Negatif
@COLHIRA,"['metro', 'tv']",metro tv,Negatif
@Nairo.z,"['metro', 'tv', 'masak']",metro tv masak,Positif
@ALOKKKULL,"['masakk', 'metroo', 'support', 'deh']",masakk metroo support deh,Positif
@glazermcmc7866,"['gosong', 'chef']",gosong chef,Negatif
@dez1571,"['metro', 'tv', 'masak']",metro tv masak,Positif
@anakbaik1935,"['metro', 'tv', 'saat', 'media', 'usaha', 'tutup', 'hilang', 'berita', 'korupsi', 'angkat', 'berita', 'uu', 'tni', 'demonstrasi', 'metro', 'konsisten', 'bahasa', 'korupsi', 'korupsi', 'rugi', 'negara']",metro tv saat media usaha tutup hilang berita korupsi angkat berita uu tni demonstrasi metro konsisten bahasa korupsi korupsi rugi negara,Positif
