username,comment
@apratama4556,semua harus setor uang ke
@intanpurnama2144,klau ketua rt yg terlibat kasus dianggap selesai pinter juga doi
@syaifulhusni7983,kasihan ibu karen kalau pernyataan ibu benar adanya smg allah membukakan yg benar itu benar dan salah ya salah kita ingin kebenaran itu diperlihatkan spy terang benderang
@laijiaxinlijiahua9827,dirut pertamina siapa woyy
@edysusanto1672,disinilah borok nya bangsa kita sudah pernah korupsi dipenjara masih dipilih
@yogayogi4720,memang nggak mungkin kalau korupsi dilakukan oleh perseorangan pasti dalam jaringan para petinggi kalau kroco mana mungkin bisa korupsi paling gratifikasi itupun sekedar cenderamata
@tuanimaharaja9213,kawin lagi lah suaminya gnk
@bambangirianto3799,ngomong aja kamu nanti di persidangan percuma kamu ngomong di luaran kayak gini
@wardisyamsi2744,karen orang profisional bukan poltikus omongannya hrs ditin dak lanjuti oleh kpk
@hermanguardiola2285,anjay vonis thn tapi thn ud kluar enakan korupsi drpd jadi maling ga digebukin lagi
@banyakcerita1300,sby sampai oktober
@krissutikno2136,kalau ada aliran uang masuk ke rekening mu atau kelompok mu itu ya korupsi gampang saja
@toleponsel9833,koruptor gk akan pernah jera sebab resiko hukumanya biasa dibeli
@sutiknohadir6207,ibu mantep banget dengan penuh keyakinan seperti kasus bu mantan menkes
@darmawan88,kasihan bu karen salah investasi beliau professional sebenarnya tapi ya itu resiko jadi pejabat bumn
@arifff4488,bongkar aja bu jangan merasa di korbankan kalo juga menikmati hasil korupsi nya bu buka suara saja
@damrahthaib137,mantap bu dirut
@yude7724,sebenarnya jokowipun tau tp pura tidak tahu telek
@Fiannz_official,mantap baju orange lamun te benang mh moal ngoceh rek diem we enak gs benghar mh proses hukum tuman ngoceh terus mimiti korupsi taun baraha ibu korupsi
@btimbulanlubis3297,ibu pun itu inpres tetap hrs ada persetujuan dewan direksi dewan komisaris sesuai ad perseroan pertamina
@kontldown,pancung aja palanya halal darahnya buat buaya
@rohadiromawi3327,seharusnya waktu wawancara dituntaskan giliran mau mulai ditarik petugas gek opo iku rek
@alirachmad3854,musuh besar ibu ini adalah jk yg project gas reservoir di jabar ditolak dia semasa menjabat
@iruntung7052,konspirasi di dlm korporasi
@satacaem272,dari partai mana ibliss perempuan ini
@jap7832,koruptor ga tau malu apa dia g takut di sumpah serah jmbtan kok masih makan duit haram ini harusnya penistaan agama kelasnya kalo di hukum mati sih wajib harusnya biar anak dia semua orang yg melihat takut bukan takut allah tapi takut di pancung
@wahyuyudi7533,kasian jadi tumbal
@rasmilislis3797,buk karen ini di korbankan agar bergundal pertamina tidak tersentuh
@hariyantobustoni5351,ingat usia bu bukan nya mendekatkan diri pada allah ini mlah korup masayallah
@HermantoH-ko4io,nanti dibukti kan di pengadilan nggih bu lek krn kpk sdh menetap kan seorang tersangka berarti sdh ada alat bukti
@putrawiraya2324,berarti presiden dan jajarannya ikut terlibat dong proses dan audit juga tuh si mr presiden dan jajaran terkait
@nurarif8954,habis manis sepah dibuang kasihan korban
@herrybahrudin7161,negara semakin hancur banyak koruptor berjamaah hukum mati pelaku koruptor dasar bajingan tolol
@lazamzam1523,kl ibu bener yakin sj allah akan menolong ibu yg tegar dn jujur buka semua
@beliherbal,ibu ini samgat cerdas bukan kaleng pengetahuaannya
@askurjie921,sehat dan kuat selalu ibu allah akan membalas semuanya
@ahmadandi5319,hukum jangan tebang pilih semangat bu terus bernyanyi bawahan tidak pernah salah apabila diperintah
@naikturun8,harus nya yang jadi pertanyaan kenapa kpk baru skrng diangkat nya kasus ini hahaha bobrok dah itu ibu karen hanya kulit nya aja itu tumbal negra para perompak pejabatnya
@samuelpandjaitan1378,doyan banget di penjara
@AliAja-q8q,bro sedang memasak
@mhmmdbojesreal_,ini terlalu the best masakannya chef
@Yuuko_Sochi1954,berita terjun jurang
@ziyanmalik8428,bro sedang memasak
@Musthafa-h4v,let him cook bro
@astrifarhansatriorahadian536,sayang sekali beliau ditemukan bunuh diri setelah mengikat diri di kursi dengan luka tembak di bagian belakang kepala
@Sandiwarapremium05,kemenkes t
@yogid1854,korupsi
@yustafadnuzulmubarok7493,bro sedang memasak hidangan mewah
@smgfantouchgrass3channel,wallahi were cooking and finished
@Fazri-o1g,hahaha mantap banget nih pembawa acaranya
@bismillahirrahmanirrahim8566,
@zakeedata2360,kocak acaranya bikin informasi yg enak ditonton
@seshajelmaanularhitamtahks8275,awas ilang
@Agus.-YT-r7u,kita dapat liga korupsi sebelum gta vi
@subejosubejo2458,wahh saat pak sby dong
@arhamhartawan2988,negara ini lucu di ponis tahun tp bebas tahun parah
@zhaqirhussein,mantap jg ibu ini tp sampai disini sj korbannya yg lain ttp selamat
@agsdedy2420,bongkar semua bila ibu gk bersalah
@muhammaddailamy6059,lawan bu ini kelakuan si mulut kotor
@andriputrabelida8974,saya yakin ibu hanya korban
@atitri64handayani63,semangat bu karen jangan takut masing akan ada jatahnya di dunia apalagi di akherat ibu sudah dipermalukan di dunia sebagai penjahat besar jangan takut mereka akan mengalami lebih dari itu
@aulialia7267,ternyata mengerikan jga yaa pejabat pada munafik semuanya
@manahannainggolan7592,sudah karen buka saja sejujurnya
@hidayatullahyazid8797,saya percaya dengan keterangan ibu karen usut tuntas dalang korupsi pertamina
@studio_saturdaynight,jangan mau jadi tersangka sendiri bu
@mhddody482,bravo ibuq saya merasa yakin atas penjelasan mu dgn suara getar mu membuat q besar yakin semoga yg berkuasa pada waktu itu gemetar hati nya dan rasa ketakutan semoga lekas di tangkap mafia nya
@SamsulFaruq007,semangatt bu karenn
@beliherbal,saya yakin korban dia bersih
@miffmustahul4780,aku nggak heran memang negri ini penuh dagelan dan terkenal sangat korup lihat atas ada korupsi lihat laut jg ad lihat jalan juga bisa di makan lihat selokan ya ada korup nya lihat aspal ya aspal nya bisa di makan yg maling teriak maling sdh biasa sampai anak sd yg senior loh sdh bisa malak adik kelas nggak di ksh adik kelas nya di culek mata nya dg sundok bakso ksus ini di jawa timur
@mr.masker2855,enak bgt hidup koruptor di negri konoha
@jefriadi3046,korupsi lu mati lu duit haram lo makanin buat anak lo parah
@keithrustam,yg bisa ditangkep ya ditangkep seperti ibu ini yg nggak bisa ditangkep yaa nggak ditangkep biasa itu
@JesusIncarnationYHWH,islam korupsi
@ettywiwien821,borgool bisi kabur
@SyarifHidayat-my6xt,kpk hanya menjadikan tersangka sesuai pesanan kpk hanya punya target yg penting bos besar senang
@kikiarga3889,mmg harus hati saat tt dokumen tapi biasanya dipaks dg ancaman macam
@adamkadir9411,bongkar aja bu jangan ragu rakyat pasti mendukung mu insyaallah
@kikiarga3889,sabar ya bu berserah diri pada allah
@cakpamch,salah kebijakan yang menyebabkan kerugian negara bisa kena kpk jadi mesti hati kasian ibu ini mesti ngejar keuntungan buat negara tapi bisnis itu gak bisa untung terus
@Happyvirussss1245,lho si ahok kemana dalam memperbaiki pertamina
@endrosany1109,benar apa yang bu karen ucapkan kasus lng adalah perintah jabatan u pengembangan bisnis jamgan terulang lagi dulu kejaksaan saja pernh salah mendakwakan bu karen dlm tingkat kasasi jangan dikriminalisasi jika urusan bisnis dijadikan tindak pidana hati kpk jika salah dan mengada ada buat apa ada kpk perkara yg murni korupsi saja masih banyak eh perintah jabatan koq dianggap korupsi
@simeonchristopher8628,dahlan dimana kau
@suhaenimunandar2475,kalau udah di tangkap di pojokan pemerintah cobak kalau dapat uang perkaya diri sendiri kpk kan tidak mungkin tangkap orang kalau tidak lengkap buktinya jadi ya sabar bu nikmati proses nya ya bu semoga lebih amanh
@m1gaming807,brarti pdip donk bukan demokrat wkwkwkwkw
@bahrulilmi-2969,tahun itu presiden nya siapa menteri bumn nya siapa tangkap kedua orang itu
@grogolan123,sebaiknya semua koruptor di nusakambang kan dengan security penuh
@InayaRafa-i9l,sampai kiamatpun indonesia tak akan makmur dan adil bagi rakyat kalau mental pejabat kita masih korup
@jalalcsri9031,semoga kebenaran terungkap sepenuhnya
@kulonndeso310,emang ada perintah jabatan suruh kuropsi
@WahyudinRamdhan,oow yao ya bongkar
@djwan67able,hmm koruptor udah ketangkap ditahan koq bisa kerja lg di pertamina
@pjhartono4877,semangat bu kejujuran kan ungkap semuanya
@trisutisno7318,kok karen wis pajai rompi oranye sih ndisik bebas opo kasuse lain to
@masngudinadin4405,korupsi susuah hilang ketika hukum tidak tegas
@oesmanzakchanel3882,nah ayo pak pd gabunglah buk banteng awas kena tarik nanti
@mastiko4272,sikat semuanya bu negeri ini memang sdh rusak korupsi yg dilakukan orang partai aman sementara lainya remuk jika ibu bisa memberikan dana besar ke partai mungkin ibu selamat
@bajubarat-d5q,penampilan sar i nampak islami ko yo masih punya pikiran korup ya pie jal
@kafiusis6247,kpk harus teliti jgn asalasalan
@arypatrickz7237,siapa sebenernya yg dibidik
@purwantospd4820,inilah politik menjelang politik bu karen kelihatan gestur tegar saya rasa jujur hh ini utk bidik misi ke pemerintah sebelum jkw kuasa ya pak sby bisa kena imbas ini rakyat boleh pendapat tho jhhjj
@mastamasta1263,ibu ka oh ibu
@ronnyandres9294,kasihan ibu ini sdh dikorbankan
@natanaeldaniel7691,ibu ini ada benernya perintah jabatan gk bisa ditolak kalau ditolak kita dimutasi seperti pns harus tunduk sama pimpinan apalagi masalah duit kalau gak mau ya resign beda sama pimpinan swasta yg punya perusahaan pasti nyari yg jujur biar duitnya aman
@ardiansyah-7400,ibu nya tau masalah dan pelaku tp ngga berani ngomong jd kambing congek
@restufianilamongga9672,waduh sapa presiden d yaa
@wahiddextrose4319,up
@lingseng5603,jangan mau jadi korban bu buka semua siapa yg terlibat
@donwmz,siapa presidennya ya kita tau lah
@teguhwaluyo9295,semoga orang jujur tetap jujur ibu keren pasti bebas
@herisoepriyantoro5131,ujung ujungnya banteng cluenya lihat corak bajunya mirip siapa
@darma7655,mudahan klu ibu karen benar semoga di berijalan keluar dari masalah ini
@Hidayatullah-m5m,sepertinya masih ada permainan mafia didalam tubuh pertamina hemm ini perlu kita selidiki
@rimaskautsar4058,bongkar saja semua bu karen demi kepentinga bangsa dan negara
@rudyroga9001,wakil rakyat coba kamu bikin hujum koruptor itu tertinggi kalo mau rakyatmu sejahtera atau kamu sendiri yg mau karup mknya g mau bikin hukum yg berat buat para karuptur maling rakyat
@adebb8713,kasihan banget bukaren orang baik saya tidak yakin samasekali bu karen melakukan tindakan yg menguntungkan diri sendiri
@Aril-xn4uv,pertanyaan terakhir presiden siapa sby bro wkwkwk inpres dr sby
@rakyatkecil919,dari penjelesan nya sepertinya beliau tumbal
@AngsaEasyGo,udah gak heran birokrasi negara konoha
@sripiendariniaq7254,semangaat ibu kalo tidak bersalah jelaskan secara rincinya
@aniessemiarto2721,bongkar siapa di belakang layar
@wisnu4811,ruwet
@yudabastiyanto2098,sampe kapanpun pertamina akan menjadi ladang koruptor orang uangnya besar hukumannya ringan
@asariasari836,k p k gaya periksa anak nya jokowi ndak berani
@satriaadi5639,saya yakin ibu ini cuma jadi tumbal saja
@srihartaty9143,berarti ibu ini korban dong
@AdiAdi-tt2tu,kalo luar negri yg mau kerja sama dan ungkap dalangnya hukuman di peringan tapi kalo negri kita yg mau nyanyi malah di bungkam kapan bisa hilang tradisi korupsi kalo mental masih meminta trus
@irenenatasya3789,ibu karena beliau release di thn dari pertamina kenapa di thn jadi tersangka kalau tdk menikmati uang korupsi kok mau di tersangkakan tersangka itu minimal alat bukti berarti beliau sdh memenuhi alat bukti dong mau cerita ke barat ke timur kalau sdh terpenuhi alat bukti ya pakai rompi orange
@LANpro31,carut marut hukum di indo rakyat di dzolimi
@poltaksimanjuntak1584,dari dulu respek sama ibu karen sehat sabar menghadapi kasus ini ya bu
@edinatakusumah,males banget kerja di bumn org politik wara wiri minta ini itu
@mojang.188.,kpk sekarang sudah main politik
@Trust-j6k,jadi inget bu menkes siti fadilah
@duddyadriyanto6722,orang ini disingkirkan tp kalo nyanyiannya merdu dan terbukti pasti terseret semua spt kasus bts kominfo termasuk yg mengeluarkan inpres
@sonnifsonnif6258,detail dan jelas tahu bu karen ini bongkar aja semua bu
@utomotomo897,diskonnya banyak ni ibu vonis tahun jalanin tahanan tahun dibebaskan ya mantaplah kena lagi sekarang
@JimySlow-wq9bw,indonsia itu minus kurang minim org yg brkomitment org yg jujur org creatif org yg sederhana org cerdas org yg tdk gila respect org yg gak suka pamer org yg mncntai kebrsihan lngkungan tnpa smpah org yg tdk birokratis org yg gak rakus uang rkyt n neg no grey area gak ada ruang abu utk koruptor korupsi di rep of indo nkri hnya ada htam putih dead pinalty pnjra seumur hdup sita hrta finansialnya ini klo mau neg bngsa ini ttap exist ada utk seribu thn lg
@deansf9650,bu karen ngomong aja sejujurnya siapa saja yg terlibat
@darmstadt8062,kpk harus di bubarkan sdh ada kejaksaan kepolisian kpk dipake alat kepentingan
@royhendriksingodimejo956,ayo ngomong siapa semua biar terang bulan
@attoyar7378,orang jujur akan selalu d singkirkan kan dan menjadi tumbal tapi kalo niat dari awal jujur demi bangsa jangan kwatr
@edyesdaryanto13,apakah ini yg kalian kejar hny krn duniawi hingga meng halalkan sgl cara
@molinael,sungguh negara ini darurat korupsi
@antonsuherlin1490,ya buka aja siapa yg terlibat korupsi itu musuh bersama
@ronnyabram7185,jangan kpk terlibat ini
@JohnSinaga-s7o,ibu ini masih mau bicara terbuka tp aparat dh menggiringnya masuk mobil ada apa ini tetap semangat bu karen
@turikunharyanto8084,ahok kok aman aja kasus sumber waras malah jadi komisaris pertamina
@betorosemar2683,bukak semua seng bosok bukak kabeh ngomong rugi korupsi ko di mana ada lahan basah berjuwaang mati an sehat slalu buk
@martonomartono6286,pertamina harus bersih dari pegawai yg pernah jadi kriminal
@brogaul7048,org jujur dipenjara org salah di bebaskn
@donijawir1700,kira berapa tahun ya hukuman buat para korupsi koruptor
@GamalZubaidiKurniawan-jv4vo,lebih baik kpk dibubarkan saja sekalian tidak ada guna ada kpk atau tidak ada kpk koruptor semakin banyak dan tidak menutup kemungkinan antara kpk dan pelaku koruptor bisa bermain kkn kembali kepada al qur an dan sunnah nabi sebagai pedoman juga sumber hukumnya insyhaalloh rakyat indonesia akan terjaga dan terlindungi oleh hukum yang telah alloh turunkan dan tetapkan baik hartanya atau nyawanya jangan gunakan hukum selain hukum yang telah alloh turunkan dan tetapkan haram dosa memutuskan perkara hukum mengvonis pelaku yang tidak sesuai dengan hukum yang telah alloh turunkan dan tetapkan sama berdosanya antara pelaku yang jelas telah mengambil hak milik orang lain dengan hakim yang memutuskan perkara hukum mengvonis pelaku karena tidak sesuai dengan hukum yang telah alloh turunkan dan tetapkan dalam al qur an surah al maidah alloh berfirman dan hendaklah engkau memutuskan perkara diantara mereka menurut apa yang telah alloh turunkan dan janganlah engkau mengikuti keinginan mereka dan waspadalah terhadap mereka jangan sampai mereka memperdayakan engkau terhadap sebagian apa yang telah alloh turunkan kepadamu jika mereka berpaling dari hukum yang telah alloh turunkan maka ketahuilah bahwa sesungguhnya alloh telah menimpahkan masibah kepada mereka disebabkan oleh dosa mereka dan sungguh kebanyakan manusia adalah orang yang fasik
@PEJUANG861,konoha hukuman berlaku untuk rakyat kecil tidak berlaku untuk koruptor maling uang t ingat t ya bukan m lagi koruptor dajjal sekeluarga yang terima suap dajjal sekeluarga
@IdewatiWati,mantap kali ini acara nya
@zaamnazaamna1161,bro is cook
@RendyAink,buat meet live mending lu gaet komika dah kalo mereka pas bawainnya kalo presenter yang belum biasa kurang wow lah
@afifhamizan-x2j,lanjutkan metrotv
@Bangbenn7,bro memasak jirr
@arkapratamarahadian,lanjutkan meroastingnya biar lebih tinggi viewernya
@danuputra4703,siapa yang membiarkan merto memasak
@DoranDori-f7u,angkat topi untuk metro tv dari dulu memang berkelas
@SamTamfan,siapa yang membiarkan bro memasak
@maulana4321,goreng terus metro tv
@jakaperkasa4983,keterangan y sangat jelas mudah mudahan kebenaran y akan terungkap
@eddizayzay8113,emang bajingan para koruptor orang lemah jadi tumbal
@alemlem3275,siapa presiden saat itu ibu
@johnistar7788,terbukti salah tetap ga perna ngaku salah tp tetap jd hakim sendri
@Elyas-e7o,wanita berjilbab jadi tersangka bikin miris
@ekosugiono7037,kalo pak lurah gimana tuh apbn dijadikan jaminan kereta cepat nggak bahaya ta
@muhajivmc,hayoo siapa yg dapat banyak korupsinya dirut tdk mungkin ambil keputusan sendiri tanpa ada perintah sop dll
@rooskurniani3754,waktu jabat belagu dan arogan otaknya mau nyolong uang hak rakyat mdhan dunia n akhirat kena
@mochashar-zl9yw,bu ini karena sentimen dari rezim sebetulnya di bawah ibu karen pertanina lumayan banyak kemajuan
