username,comment,predict
@SamsungSamsung-h6m7d,sahkan ruu perampasan aset atau hukum mati secepatnya,Negatif
@TeguhPriyadi-pf4eu,karena sopan dan masih punya anak kecil maka hukuman cukup tahun,Negatif
@deddysanjaya8172,fenomena gunung es ujungnya saja sudah ratusan t ratusan m apalagi didasarnya yang tidak kelihatan,Negatif
@DoniKholik,kalo menurut sy sebagai rakyat indonesia para koruptor harus di hukum mati,Negatif
@ASAIJSFam,keluargamu punya malu gak ya mudah mudahan enggak,Negatif
@bidadaripenyelamat1490,nah yg begini nih wajib di demo biar hukuman nya gk ringan klo gk minta ke pemerintah biar massa aja yg menghakimi nya baru patenn,Negatif
@zulmalarozi4499,kliyan yg ktx sdm brkualitas nytax mnghsilkn produk sda nol kualias dg cara licik n serakah,Negatif
@SuJono-ne9tv,yg ketangkap gk boleh pakek masker pk wowo,Negatif
@nendannendan7313,rakyat beli bbm hrs pake barkot segala ternyata pejabat pertamina korupsi,Negatif
@mbakida5245,lo koyo opo dusone mbas pertamax kok dikei pertalite piye nk njaluk ngapuro wong sing dibijui,Negatif
@rg6717,kerja kejagung sekarang jauh lebih bagus dari kpk setelah ada laporan diselidiki dan diciduk kpk gagal sebagai fungsi seharusnya tidak terjadi korupsi kalau kpk cepat bertindak,Netral
@Abdulaziz-ml9ge,ga heran pertamina kantor pajak sarang koruptor,Negatif
@halinbermono1522,mereka sudah mafia yg tentakelnya disemua sendi kaki tangan mrk yg bolak balik bakar kilang dari balikpapan dumai plumpang cilacap dan balongan,Negatif
@ayuningsihningsih410,penghianat negara wajar dihukum mati matanya tidak lihat rakyat kecil dihina oleh negara tetangga gara cari makan sementara enak aja koruptor berfoya foya sebenarnya halal dagingnya dimakan penghianat negara dan rakyat ri,Negatif
@uyonaryo8812,harta sita negara miskinkan dan hukum berat koruptor perusak tatanan negara,Negatif
@mkenobi6534,nahh ketauan tuh anggarannya bocor di sini bocor jadi inget iklan cat tembok no drop wkwkwk,Negatif
@MikhaylaBeyzaAndriana,korupto tolong hukum mati biar negara ini adil sejahtera untuk semua jangan pandang bulu,Negatif
@efebrianta9078,pasti abis ini bakalan ada demo semacam indonesia gelap lagi soalnya ada negara lain yang sangat dirugikan atas tegaknya peraturan,Negatif
@setiyobudi991,inilah pemain lama yg suka bikin rugi negara sejak lama konspirasi minyak pertamina yang selalu merugi secara teori harusnya untung namun fakta bicara pertamina merugi banyak tikus yang memainkan bukti nya patra niaga belum lagi pemilik tanki minyak swasata dan memainkan pertalite di kasih obat pewarna jadi pertamax dst kerjasama dgn operator pom bensin se indonesia lalu berapa kerugian negara cek di lapangan,Negatif
@kakboy7349,buat hukum mati org gini jgn di biar kan,Negatif
@TeguhPriyadi-pf4eu,edisi konoha gelap,Netral
@FadlyHidayat-m9y,t apa bila di gunakan untuk program makan gratis cukup untuk tahun,Netral
@adikrahwana7121,seharusnya jangan diekspos jumlah korupsinya mau ratusan triliun mau ratusan juta sama saja hukumannya cetek,Negatif
@Pey157,sebut dari partai mana pak itu pejabatnya,Netral
@RiskiAiman-j3g,metro tv sedang memasak,Positif
@notbad7052,tolong pihak metro tv tolong di kawal host ini banyak mafia di balik kasus ini,Positif
@Darkmoon-m4y,jaya terus metro tv,Netral
@rommyk5237,mantap cheff,Positif
@dafalisa2950,bts kominfo degradasi kasihan sekali,Negatif
@johannes4807,biarkan dia memasak,Netral
@ay1546,pemerintah dan pejabat sangat senang dgn ada kompetisi ini liga paling ditunggu,Negatif
@aloysiusprasetyo3737,biarkan metro memasak,Netral
@mursalican7777,nggak percaya negara rugi triliyun kalau tidak da brg bukti uang yg dikorupnya hoak hoaks hoakss,Negatif
@setankober9356,pak presiden mohon buatlah petugas eksekutor yg berani menghukum mati para koruptor yg dinyatakan bersalah oleh pengadilan tipikor sesuai dgn tingkat korupsi mereka,Negatif
@umbusupryy1253,orang pintar padahalnya ya,Negatif
@SuJono-ne9tv,sukses pk makfut md jangan lupa pk dari nikel aja bisa membantu rakyat rp saya masih simpan fidio bapak,Negatif
@agussugiharto8341,halahh gk bakalan ngaruh,Netral
@mamatilyas8695,waktu ahok jadi komisaris pertamina apa kerjanya dan pak mentri bumn gak pernah sidak audit ya cuma terima penjelasan aja beres ok pak,Negatif
@rafaSitorus-h6v,negara rugi t masyarakat indonesia yang kendaraanya makai pertamak oplosan sudah dirugikan berapa pula,Negatif
@andrielprasetyo7482,pejabat di negara ini emank ada kerjaan lain kalo gak korupsi bbm naik terus pejabatnya korupsi terus wakanda kacau,Negatif
@arimuraminami,pertamina sarangnya mafia ini hanya salah satunya aja,Negatif
@dollyirbantoro7087,apakah ahok tau korupsi ini,Netral
@erditaer5137,matikan koruptor,Negatif
@anomagung5103,indonesia ini ga henti para koruptor menggerogoti negara kpn majunya nkri semoga pak prabowo bisa membersihkan para mafia koruptor di segala bidang,Negatif
@yosadhiasa3419,good job my presiden prabowo bohir utama lokal reza chalid eks pertal skrg anaknya reza chalid ditangkap dan bohir perantara luar negri si lembong sdh ditangkap ke pendana sdh tdk ada lagi mendanai kejadian politik sekarang tinggal tunggu kasus lain siap oknum penguasa oknum partai oknum dpr fan oknum pns yg curi uang rakyat dr kementrian lembaga dr anggaran apbn apbd,Negatif
@zeinmalik6905,waalaah jaan wdan edanan betul kurang ajar berarti garong uang negara ratusan triliunan,Negatif
@kusnadibtj181,ini sih sudah kekenyangan,Negatif
@JokoSumbing-nc6pj,ganteng sih ganteng tapi sayang jadi maling dan penipu,Negatif
@qulilhaqqo486,keluar penjara tetap disanjung bagai raja karena masih kaya raya,Negatif
@Supriadi-b4i3p,hukum mati,Negatif
@firlyyuda2236,ya memang di pertamina perminyakn masih banyak magia fari yg skalabesar dampai yg kecil,Negatif
@mza71,hukum mati segera di buat undang,Negatif
@aryawidura4320,hadeeh pejabat ketangkap krn maling lagi ada gak ya instansi yg bersih dari maling di negara ini,Negatif
@putramadura1171,para penghianat bangsa seperti inilah yang bikin negara bangkrut tapi selalu saja subsidi buat rakyat yang tidak seberapa itu jadi kambing hitam mau dibawa kemana negara ini kalau korupsi sudah dari segala penjuru hukum mati koruptor dia penghianat bangsa,Negatif
@ridwansupriatna8092,tangkap satu tumbuh seribu selama hukuman mati ngga ada dan hukuman ringan insyaalloh korupsi di indonesia tdk akan hilang,Negatif
@kudaputih3417,untuk memutus mata rantai korupsi sebaiknya pelaku korupsi digantung atau hukum mati,Negatif
@MuhammadMafud-n8e,kawal sampai persidangan jangan sampai hukumanya ringan,Negatif
@sudirmandirman2464,duit segitu banyaknya untuk apa bos srakah amat ga ingat masih banyak rakyat miskin di indonesia,Negatif
@novalfajar1369,ini jahat banget sii,Negatif
@igozcina8857,triliun lagi nunggu tapi pasti terjadi mungkin di danantara,Negatif
@andikasaputraandika1877,tembak dorr,Netral
@gwayuu6383,yg paling tepat itu hukuman mati titik,Negatif
@abdrohmanchannel748,maliing,Netral
@suhendisuhendi6740,muka org korup lucu y,Negatif
@tsania1817,bangkee,Netral
@wildankumai7221,hukum mati para koruptor,Negatif
@IdaFaridha-l7v,jangan di hukum thn hey kejagung,Negatif
@twinsaturn,t setahun setdah udah dari kejahatan korupsi di saat pandemi ancamannya hukum mati ini ada pasalnya kejahatan luar biasa,Negatif
@MariyahMakbari,hukum seberat nya krn ulah manusia rakus rakyat jdi sengsara hukum orang itu sampe mmbusuk jgn di sidang biar kn sampe modar di penjara,Negatif
@ytriputra6565,bumn kongkalikong isi nya,Netral
@MariyahMakbari,rampas semua aset kekayaan sang korupsi walaupn uu perampasan tidak kunjung di tanda tangani sm dpr,Negatif
@TofikDj-fw5tf,koropsi sampai sfh mencapai t itu sdh sangat keterlaluan dn biadab najis hrs dihukum mati,Negatif
@MartiahUtomo,aneh ya bila pertamina rugi terus padahal rakyat tidak boleh ngutang belinya bbm,Negatif
@Musrizal-qn7wz,dari dulu pertamina mmng banyak korusinya setiap pelabuhan aja ada korupsinya dalam bongkar muat perhatikan aja banyak kapal kecil berselueran bawa drum serta tangki kecil cek saja kalau tak percaya harus ada pengawas di setiap lini kontraktor saja banyak bermain sama pertamina dari semenjak pertamina ada kalaw tidak di korupsi sudah dari dulueindonesia kaya,Negatif
@reevan6241,korupsi dimana mana haddeehh,Negatif
@ChabibAshari,hukumnya di gantung saja pantesan bbm mahal,Negatif
@F8000-t8j,bubarkan pertamina,Netral
@mariyah8609,miskinkan bagi pelakunya,Negatif
@priyosaksomo404,harus di miskin kan manusia kayak gini tu biar kapok dan jadi pelajaran buat calon koruptor lain biar ngk coba,Negatif
@didiekdompeng5735,paling cuma di pidana th,Negatif
@momotharjono8304,ckckck korupsinya gilaan y,Negatif
@sudawiancakagung1958,parah,Negatif
@gabrielapa6334,gila sudah dunia ini banyak orang yg hidup enak dihormati berkuasa sok kaya tapi kenyataan x mereka adalah maling dan penjahat,Negatif
@Ijal31-n5n,family coorporate,Netral
@IdaFaridha-l7v,hukum berat penyengsara rakyat bila perlu hukum mati rakyat bawah mendukung kejagung,Negatif
@MartiahUtomo,selama belum ada uu perampasan aset dan hukuman mati bagi para koruptor jangan harap negara kita bisa mencapai indonesia emas,Negatif
@Cengkirpuring,p prabowo mohon uang hasil koruptor itu di kasih kan u rakyat persen rakyat tetlilit hutang tolong pak mks,Negatif
@AgusPurwadi-n2k,pateni wae ukumane miskinkan,Negatif
@SitiAminah-zk3zj,sikat abis,Negatif
@MasSigit-u9h,setelah ini pln di obrak abrik krn selama ini kita gak ngutang to kok negara tombok terus,Negatif
@gauriputringurahrai4258,hanya bidak catur ada yang orang kuat dibelakangnya bias yang jadi korban hanya direkturnya saja,Negatif
@sabarimansabariman9527,wajah penggarong uang negara,Negatif
@herblek7148,saya pribadi stop beli pertamax,Netral
@ImronArifa,tuntutan tahun vonis tahun remisi bulan penjara bulan untung banyak,Negatif
@agusputrasani5303,kurupsi yg mereka lakukan sebanyak ini apakah pelakunya masih dibiarkan hidup ayo para mahasiswa sebagai generasi penerus robohkan lah budaya korupsi ini kalau tidak ingin masa depan mu suram,Negatif
@DudiWahyudin-z5q,hukuumm matii,Negatif
@raissya01gaming60,tikus got kayak gini bumi hangus kan pa jangan kasih nafas mereka bukan manusia ngga ada nurani rakyat banyak yg dikorbankan jadi trus susah sementara tikus ini bergelimang harta,Negatif
@gauriputringurahrai4258,broker mah bebas,Negatif
@Remjos321Jos,bukan negara aja yg di rugikan rakyat juga di rugikan gantung aja dah biar anu,Negatif
@wedewwtv,korupsi itu bukan kejahatan tapi profesi di konoha percuma jadi petinggi di plat merah klo ga korupsi,Negatif
@Ridwan-e1m9h,nah begitu la pak kalau mau indonesian ini mak mur hampir di seluruh perusahaan bumn itu jadi sarang mafia dan korupsi,Negatif
@SuwadiSuwadi-ex8zy,di hukum mati orang korupsi lebih dari t,Negatif
@MNuh-u5l,ini lah manusia serakah memper kayakan diri sendiri umpan anak bini makan haram merugi kan negara berjamah lagi dasar kura bongek,Negatif
@MNuh-u5l,o,Negatif
@asepateng9214,mana mungkin pelakunya cuma orang,Negatif
@ChristAssist2nd,mayor teddy kalo lagi ngga kerja belike,Negatif
@night_archive34,masak terus metro tv,Netral
@NeweraeartReminac,biarkan bro memasak,Netral
@BERLANDIACOUNTRYBALL,wkwk,Netral
@feliciakamila8310,biarkan metrotv memasak,Netral
@AnisaZakiya-y5d,menghiburr sekali hostnya ini mahh sedikit mengurangi stress rakyat yang ditipu pejabatnya melulu,Negatif
@Hessacrificetheroook,bro memasak,Netral
@astrawaraprabancana,gokil,Negatif
@muhammadrizkifadilatamaade4243,biarkan host metro tv memasak,Netral
@bondanariaputra683,berita yang bagus kerja bagus,Negatif
@IndaLsanJaya-rf9pr,coba hukum kita seperti korea utara yg korupsi dihukum mati pasti nggak ada yg berani,Negatif
@GoofyRedMustarYT,siapa yg membiarkan metro tv memasak,Positif
@TofikDj-fw5tf,hukuman mati krn koropsinya sdh mencapai t maka wajib dihukum mati,Negatif
@azgrdesantos4822,vonis tahun penjara asekk,Negatif
@sugiminsugimin9515,nkri ladang uang banyak para pejabat yg suka gali uang,Negatif
@abdulbatubaracupang5930,gas terus pa prabowo bangga kali itu orang korupsi uda mau matipun tetap korupsi mantap kali angkat aku jadi muridmu guru,Negatif
@wiriyantowiriyanto,semua berawal dari kebijakan yg salah kebijakan yg bertentangan dan melanggar undang,Negatif
@IwanBasri-v6y,pak klu korupsi ajak kwan,Negatif
@sulistiyowatihadi,heran dimana korupsi,Negatif
@alampastv958,hukum mati para koruptor kalo gak penjara seumur hidup semua aset nya di sita kluarga nya di miskin kan,Negatif
@agungsablon8433,hukumannya mati dan kenapa pula mukanya diberi masker boss kemarin ada yg mencuri pisang karena lapar ketangkap diarak keliling jalan ini korupsi diperlakukan dgn baik korupsi itu orangnya sungguh paling hina diatas muka bumi ini,Negatif
@apihlesmana7282,luarbiasa hebat sungguh hebat orang pintar dalam merambok uang rakyat hebat dalam urusan maling uang haram,Negatif
@DwiPurwanto-sk1zc,hukum mati baru pas,Negatif
@Bukan_anak_mulyono,paling tahun remisi tahun bebas dan kaya turunan,Negatif
@Buttong-u1c,selama tidak ada uu hukuman mati jangan harap koruptor akan takut malah merajalela,Negatif
@StanisNgalu-u5z,apa yang kau cari gaji sdh tinggi,Negatif
@AnglerKobam,hasil malingnya udh triliunan baru diungkap kalau korupsi sedikit nantinya gak bisa bayar suap sana sini,Negatif
@gauriputringurahrai4258,betul sudah sangat lama dari zaman orba sapa komisaris,Negatif
@HarryMusehri,pantasan pertamina selalu rugi trilyunan setiap thn md han ini awal perbaikan bumn terutama partamina,Negatif
@Wahyudinyudin-v6z,dimana ruginya negara pertamax oplos aja di jual ke rakyat justru rakyat yg dirugikan dikibulin suruh nelen pertamax oplosan konoha mantaabb,Negatif
@khaidaridang1778,apakah jika ruu tni ditegakkan akan ada berita seperti ini,Netral
@1.8millionvolts87,nahh das crazy,Netral
@sohibkalidawir2684,memasak sampai jadi abu,Negatif
@MuhammadPurwanto-n7m,t bisa bangun negara ngga si,Netral
@FianaDhiyaulhaq,menyala abang ku,Positif
@pinky-mo5ht,kerenn,Netral
@FRANS-HOPPER,pesatir handal,Negatif
@Fadhiil5112,naikin gaji mas presenter ini metro,Positif
@juna1856,metro tv emang paling keren dalam menyajikan berita ga ngebosenin,Negatif
@multimediamanado5252,sebuah pembawa brita lebih kreatif inovasi,Negatif
@indraputraCS,baru pertama kali ada presenter tv seperti ini,Netral
@RotacBaca-r2s8c,siapa top score dan top asist nya,Negatif
@RotacBaca-r2s8c,gila gaji top skor t tonaldo mah jauh,Negatif
@RotacBaca-r2s8c,ini coach justin nya timnas korupsi kita,Netral
@khadaharand,anj kita mah rakyat kecil nyari rb sehari aja susahnya minta ampun ini yg korupsi ratusan triliun,Negatif
@masrukin2000,jika hukuman mati tak bisa diterapkan maka minimal hukuman potong tangan akibat mencuri harus segera diterapkan setelah dipotong tangannya lepaskan di masyarakat bebas tak perlu penjara tak akan mengubah apapun,Negatif
@ariyanfrajapati7435,kinerja ahok ko gk bisa bongkar korupsi pertamina,Negatif
@KejoGoreng,minum tu minyak tu,Netral
@Haris_Trisakti,t bagi aja t urusan selesai,Netral
@cha_ipan_ipun,ha pertamina mengundang masalah sendiri dengan impor minyak dari luar negeri enggak kapok sekarang mulai hari ini sebaiknya kapok,Negatif
@nandangmuhidi2153,pantas saja rakyat tidak sejahtera para pejabat banyak yang korupsi yang lebih ngeuri kalau uang haram termakan oleh anak dan cucunya,Negatif
@iandt,koruptor mqh baju nya juga bagus,Negatif
@superduper6765,adili ahok dan mak lampir,Negatif
@haryadicondet5056,ini maling mangkin banyak aja,Negatif
@justinijustini3142,koruptor merajalela petantang petenteng karena oknum d p r oknum auditor oknum aparat hukum oknum pengadilan bisa disuap bisa diajak bersekongkol kongkalikong harus ada presiden menteri anggota dpr auditor aparat hukum aparat pengadilan yang amanah yang pemberani yang tak takut ancaman apapun dari para koruptor,Negatif
@KaltengKal,tembak mati ngk bakal kapok korupsi,Negatif
@AjidinNoer,ayo pa presiden prabowo segera keluarkan inpres atau kepres hukuman berat dan pemiskinan harta koruptor yg terbukti korupsi jangan lagi menunggu dpr pasti akan terus dipending kasihan rakyat selalu menjadi korban permainan harga bbm dan gas sementara para koruptor di pertamina dan kolega swastanya menikmati hidup mewah diatas penderitaan rakyat kami rakyat mendukung,Positif
@m.ridwanbjn5036,pertamina memang sarang kkn sangat parah bumn ini selalu dalihnya utk kepentingan negara,Negatif
@cokysugiono2461,persen pejabat daerah dan pusat serta bumn koruptor semua,Negatif
@mahmudhandoyo3570,gaji dan tunjangan sdah besar masih kurang sja niat akalan nyuri cuan negara,Negatif
@Arai.cc1jz,mohon hukum mati untuk k o r u p t o r jgn rakyat kecil saja yg disiksa,Negatif
@ombos9908,jokowi kena knp jaksa tidak panggil jokowi,Negatif
@Hiroki-i4m,kurang ajar harga bbm naik terus ternyata di maling sama setan berdasi dasar kotoran,Negatif
@RotacBaca-r2s8c,goat harvey mois terlalu menggila tapi sayangnya korupsi nya tidak bisa membantu pt timah untuk mempucaki klasemen,Negatif
@herrywardani,gara host ni gwa jadi subcribe ni,Netral
@Yikito-j2w,menyala metro tv ku,Positif
@Sccizor_10,tolong host nya di jaga,Netral
@tatangsunangroho1491,makin sengit,Negatif
@Zeroonechannelofficial,sangat seru karna emak saya kang bensin,Negatif
@WTM_Players,pertamina fc vs timah fc,Netral
@TryhardHard-d4n,digoreng bukan dipangan,Negatif
@Boomshorts7,harus digaji tinggi,Negatif
@Zelenaputriazira,jagain jangan sampe ilang,Netral
@Pambungasnya,host nya harus di lindungi supaya kagak di pecat,Negatif
@joanaugusto5182,bro sedang memasak secara permanen,Negatif
@SamsungA03core-qo7kz,maka ya tidak usah pakai barcode mafia ya orang pertamina sendiri supaya rakyat tidak bisa belik bbm,Negatif
@Haris_Trisakti,i love this country,Netral
@TamaRiski-b2s,ibu ini telah di korban kan oleh anak keturunan fir aun yg di puncak pemerintahan,Negatif
@MuhammadEffendi-xz2yg,semoga allah melindungi ibu,Positif
@zambriadichan8847,ini prempuan maleng di tangkap oleh negara,Negatif
@uu7uuu,alhamdulillah bongkar semua yg korupsi,Positif
@MuhamadNuh-p5h,orang jujur di lebur masux buii orang curang embira riang tapi semesta alam tak tidur selalu nelihat mana yang salah mana yang benar hukum jokowi yang jadi sumber petaka negri ini mega coruptor ini bikin gelap negri ngibul ini,Negatif
